ID_UF;ID;cas2008;cas2009;cas2010;cas2011;cas2012;cas2013;cas2014;cas2015;cas2016;cas2017;cas2018;pop2008;pop2009;pop2010;pop2011;pop2012;pop2013;pop2014;pop2015;pop2016;pop2017;pop2018;tx2008;tx2009;tx2010;tx2011;tx2012;tx2013;tx2014;tx2015;tx2016;tx2017;tx2018;Ano1;Ano2;Ano3 ;Ano4;Ano5;Ano6;Ano7;Ano8;Ano9;Ano10;Ano11;tx2008na
35;35055;17;18;15;8;15;11;9;8;7;9;14;250663;251230;243640;243647;243694;251532;251755;251972;252187;252396;251332;0,0678;0,0716;0,061566;0,032834;0,061553;0,043732;0,035749;0,03175;0,027757;0,035658;0,055703;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,6782
43;43019;0;0;1;2;1;3;2;0;1;1;4;64812;64598;63254;63008;62779;64841;64744;64652;64568;64487;62254;NA;NA;0,015809;0,031742;0,015929;0,046267;0,030891;NA;0,015488;0,015507;0,064253;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
29;29015;20;37;31;16;22;29;43;58;76;79;80;316356;318562;309489;310697;311896;331015;332500;335586;340063;342677;330260;0,0632;0,1161;0,100165;0,051497;0,070536;0,087609;0,129323;0,172832;0,223488;0,230538;0,242233;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,6322
35;35014;40;45;52;34;79;50;58;63;55;41;37;977446;988253;1033064;1045507;1058037;1108766;1123155;1137140;1150818;1164184;1184826;0,0409;0,0455;0,050336;0,03252;0,074667;0,045095;0,05164;0,055402;0,047792;0,035218;0,031228;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,4923
12;12004;33;47;44;25;55;72;96;92;197;288;231;380763;386868;417780;425796;433224;444009;452251;460354;468316;476130;498297;0,0867;0,1215;0,105319;0,058714;0,126955;0,162159;0,212272;0,199846;0,420656;0,604877;0,463579;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,86668
35;35026;8;20;15;41;28;46;37;19;35;23;17;245713;248453;242627;244550;246456;256899;259149;261336;263473;265564;268293;0,0326;0,0805;0,061823;0,167655;0,113611;0,179059;0,142775;0,072703;0,132841;0,086608;0,063364;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,32558
33;33018;3302;2965;3199;2614;2546;2638;2557;2238;2825;3257;2969;11554872;11634331;11604332;11671912;11740202;11819151;11868032;11915242;11961027;12004953;12316898;0,2858;0,2548;0,275673;0,223956;0,216862;0,223197;0,215453;0,187827;0,236184;0,271305;0,241051;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,285767
42;42011;7;6;6;6;6;2;8;2;5;6;6;201698;203485;204913;206618;208279;215329;217647;219944;222223;224486;226211;0,0347;0,0295;0,029281;0,029039;0,028808;0,009288;0,036757;0,009093;0,0225;0,026728;0,026524;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,3475
17;17004;11;11;5;7;10;11;4;12;15;10;19;112031;112912;116001;117049;118053;122527;123649;124739;125805;126840;126836;0,0982;0,0974;0,043103;0,059804;0,084708;0,089776;0,03235;0,096201;0,119232;0,078839;0,1498;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,98187
52;52002;8;1;2;4;4;4;14;13;9;18;12;88304;87875;88372;88139;87890;89993;89792;89595;89406;89217;86408;0,0906;0,0114;0,022632;0,045383;0,045511;0,044448;0,155916;0,145097;0,100664;0,201755;0,138876;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,9596
51;51021;45;54;68;65;76;132;120;99;113;87;55;261980;265665;275710;279691;283538;290068;294225;298273;302259;306100;315273;0,1718;0,2033;0,246636;0,232399;0,268042;0,455066;0,407851;0,331911;0,373852;0,284221;0,174452;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,171769
21;21003;3;5;4;6;9;7;17;23;33;33;8;164929;168417;161268;163620;165969;168740;170773;172687;174476;176135;177073;0,0182;0,0297;0,024803;0,03667;0,054227;0,041484;0,099547;0,133189;0,189138;0,187356;0,045179;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,1819
51;51016;2;3;1;0;1;2;1;3;3;3;3;32555;32618;30894;30834;30778;30675;30560;30448;30278;30173;31027;0,0614;0,0920;0,032369;NA;0,032491;0,0652;0,032723;0,098529;0,099082;0,099427;0,09669;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,61434
15;15009;10;13;17;26;21;31;42;39;52;73;78;248166;251273;247354;249559;251888;256020;258222;260362;262427;264414;269829;0,0403;0,0517;0,068727;0,104184;0,08337;0,121084;0,162651;0,149791;0,19815;0,276082;0,289072;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,4296
26;26002;19;27;13;28;15;21;15;35;37;51;25;162141;163053;162047;162818;163689;168165;168956;169719;170461;171175;172090;0,1172;0,1656;0,080224;0,171971;0,091637;0,124877;0,088781;0,206223;0,217058;0,297941;0,145273;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,117182
31;31005;10;4;9;9;10;9;12;5;11;16;8;216489;218010;210720;211622;212436;219727;220704;221638;222526;223372;221188;0,0462;0,0183;0,042711;0,042529;0,047073;0,04096;0,054371;0,022559;0,049432;0,071629;0,036168;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,46192
29;29021;2164;2237;2140;1970;1996;1824;1859;1851;2001;1968;1621;3687316;3752436;3459377;3492119;3524564;3758256;3792317;3824450;3854538;3882662;3770310;0,5869;0,5961;0,618608;0,564127;0,566311;0,485331;0,490202;0,483991;0,519128;0,506869;0,429938;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,586877
43;43005;3;0;1;0;0;1;2;2;1;3;2;62464;62398;60635;60495;60354;62376;62343;62314;62287;62262;60515;0,0480;NA;0,016492;NA;NA;0,016032;0,032081;0,032096;0,016055;0,048183;0,03305;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,4828
43;43020;26;23;17;27;35;38;46;41;61;55;48;326257;328808;320261;321938;323551;335618;337294;338870;340361;341773;344424;0,0797;0,0700;0,053082;0,083867;0,108175;0,113224;0,13638;0,12099;0,179221;0,160926;0,139363;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,79692
43;43018;31;25;29;28;34;27;41;34;58;61;50;372105;374105;363030;364066;365075;378275;379534;380721;381843;382906;381786;0,0833;0,0668;0,079883;0,076909;0,093132;0,071377;0,108027;0,089304;0,151895;0,159308;0,130963;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,8331
29;29003;5;7;16;12;8;23;10;9;30;32;33;185645;186208;178317;178319;178323;189564;189796;190013;190215;190405;182481;0,0269;0,0376;0,089728;0,067295;0,044862;0,121331;0,052688;0,047365;0,157716;0,168063;0,180841;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,26933
33;33008;1;4;4;4;1;2;3;3;1;4;4;29688;29741;29508;29552;29595;29641;29634;29629;29624;29618;30354;0,0337;0,1345;0,135556;0,135355;0,033789;0,067474;0,101235;0,101252;0,033756;0,135053;0,131778;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,33684
23;23007;4;6;4;3;11;7;10;6;8;19;38;74996;75530;72052;72236;72423;73458;73586;73708;73826;73940;74484;0,0533;0,0794;0,055515;0,041531;0,151885;0,095293;0,135895;0,081402;0,108363;0,256965;0,510177;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,53336
31;31053;3;3;1;2;1;1;7;4;3;2;1;139637;140686;140201;141094;141984;147238;148216;149163;150065;150923;150315;0,0215;0,0213;0,007133;0,014175;0,007043;0,006792;0,047228;0,026816;0,019991;0,013252;0,006653;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,21484
43;43001;10;13;3;2;8;12;7;4;7;5;9;157242;156660;157299;156956;156636;161909;161865;161826;161787;161749;157463;0,0636;0,0830;0,019072;0,012742;0,051074;0,074116;0,043246;0,024718;0,043267;0,030912;0,057156;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,63596
32;32008;8;5;6;10;10;4;2;8;11;8;4;102686;103061;104550;105018;105489;112405;113196;113972;114729;115467;112587;0,0779;0,0485;0,057389;0,095222;0,094797;0,035586;0,017668;0,070193;0,095878;0,069284;0,035528;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,7797
27;27003;24;51;43;47;48;67;63;60;72;46;51;171003;171515;171286;171746;172228;178863;179392;179875;180328;180749;178036;0,1403;0,2974;0,251042;0,27366;0,2787;0,374588;0,351186;0,333565;0,399272;0,254497;0,286459;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,14348
15;15002;19;11;6;13;22;25;42;40;46;74;65;466203;469490;484728;488699;492734;499965;503673;507271;510742;514081;525029;0,0408;0,0234;0,012378;0,026601;0,044649;0,050004;0,083387;0,078853;0,090065;0,143946;0,123803;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,4755
43;43017;5;8;6;5;3;3;3;5;8;0;6;115432;115764;110704;110650;110611;114432;114550;114658;114761;114856;112783;0,0433;0,0691;0,054199;0,045188;0,027122;0,026216;0,026189;0,043608;0,06971;NA;0,0532;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,43316
43;43007;12;11;12;10;9;12;9;16;14;13;16;201798;200894;197014;196069;195191;201518;201089;200685;200304;199943;192140;0,0595;0,0548;0,060909;0,051002;0,046109;0,059548;0,044756;0,079727;0,069894;0,065019;0,083273;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,59465
29;29020;53;89;97;83;126;134;204;197;256;252;234;542202;546295;539855;542614;545271;579220;582505;585436;588529;591097;570519;0,0978;0,1629;0,179678;0,152963;0,231078;0,231346;0,350212;0,336501;0,434983;0,426326;0,410153;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,9775
33;33002;6;3;8;6;7;10;24;18;18;19;18;122895;123304;122347;122725;123059;123432;123562;123687;123809;123926;127043;0,0488;0,0243;0,065388;0,04889;0,056883;0,081016;0,194234;0,145529;0,145385;0,153317;0,141684;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,48822
35;35063;168;198;196;144;184;178;155;117;111;100;102;1465494;1479317;1469926;1482740;1494079;1557125;1570532;1583560;1596303;1608754;1624879;0,1146;0,1338;0,13334;0,097117;0,123153;0,114313;0,098693;0,073884;0,069536;0,06216;0,062774;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,114637
42;42007;3;4;5;3;5;5;2;6;1;5;5;131281;132860;126394;127288;128150;132137;133339;134530;135712;136883;137656;0,0229;0,0301;0,039559;0,023569;0,039017;0,03784;0,014999;0,0446;0,007369;0,036528;0,036322;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,22852
35;35025;8;10;7;14;31;21;22;20;25;20;13;303595;306590;308738;311617;314362;328108;331319;334441;337492;340474;344599;0,0264;0,0326;0,022673;0,044927;0,098612;0,064003;0,066401;0,059801;0,074076;0,058742;0,037725;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,26351
15;15018;20;38;64;35;27;29;33;27;47;30;58;128168;132063;166420;172209;177935;187552;193850;199960;205857;211528;212630;0,1560;0,2877;0,384569;0,203241;0,151741;0,154624;0,170235;0,135027;0,228314;0,141825;0,272774;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,15645
43;43025;7;4;3;7;10;15;9;16;13;22;34;143859;144965;143682;144516;145388;150885;151755;152570;153345;154076;156025;0,0487;0,0276;0,020879;0,048438;0,068781;0,099413;0,059306;0,10487;0,084776;0,142787;0,217914;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,48659
35;35030;9;8;5;6;4;1;10;6;7;9;6;413843;415366;409437;410446;411486;426014;427435;428815;430164;431482;431645;0,0217;0,0193;0,012212;0,014618;0,009721;0,002347;0,023395;0,013992;0,016273;0,020858;0,0139;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,21747
31;31058;2;3;6;10;3;22;21;24;15;17;7;184083;185246;182700;183587;184441;190935;191926;192875;193783;194640;193118;0,0109;0,0162;0,032841;0,05447;0,016265;0,115222;0,109417;0,124433;0,077406;0,087341;0,036247;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,1865
35;35010;11;13;10;6;9;6;3;5;6;5;8;206004;207405;211409;212990;214535;223474;225308;227091;228836;230538;232686;0,0534;0,0627;0,047302;0,02817;0,041951;0,026849;0,013315;0,022018;0,02622;0,021688;0,034381;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,53397
35;35004;24;37;44;40;26;36;31;20;34;39;41;764961;773970;763503;770674;777572;811709;819766;827593;835254;842738;853170;0,0314;0,0478;0,057629;0,051903;0,033437;0,044351;0,037816;0,024166;0,040706;0,046278;0,048056;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,31374
35;35050;127;151;148;174;200;181;133;153;157;132;105;1381846;1395905;1413034;1429126;1442646;1506997;1522740;1538038;1553002;1567624;1588465;0,0919;0,1082;0,104739;0,121753;0,138634;0,120106;0,087343;0,099477;0,101095;0,084204;0,066102;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,9196
31;31054;1;3;2;4;3;7;7;7;3;7;5;212115;213601;208389;209257;210185;217532;218614;219651;220641;221578;219716;0,0047;0,0140;0,009597;0,019115;0,014273;0,032179;0,03202;0,031869;0,013597;0,031592;0,022757;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,4714
32;32005;62;85;84;84;86;82;85;101;87;101;73;175005;176548;186051;188062;190102;204683;207605;210474;213276;216202;215277;0,3543;0,4815;0,451489;0,446661;0,452389;0,400619;0,409431;0,479869;0,407922;0,467156;0,339098;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,354276
52;52001;5;5;2;3;5;14;7;12;19;20;17;79369;79822;76680;76889;77067;79478;79749;80013;80270;80521;79533;0,0630;0,0626;0,026082;0,039017;0,064879;0,176149;0,087775;0,149976;0,236701;0,248382;0,213748;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,62997
42;42001;7;1;5;7;5;4;7;6;7;7;8;177051;177497;174725;175018;175283;178659;179000;179344;179680;180018;179684;0,0395;0,0056;0,028616;0,039996;0,028525;0,022389;0,039106;0,033455;0,038958;0,038885;0,044523;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,39537
27;27012;89;109;117;152;133;127;167;117;141;130;86;281267;284116;284488;286942;289704;302432;304664;306771;308747;310596;305643;0,3164;0,3836;0,411265;0,529724;0,459089;0,419929;0,548145;0,381392;0,456685;0,41855;0,281374;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,316425
35;35061;1535;1595;1337;1113;1516;1347;1435;1127;928;784;481;13574264;13642870;13793504;13882809;13958229;14505939;14597964;14687396;14774858;14860326;14948420;0,1131;0,1169;0,09693;0,080171;0,10861;0,092859;0,098301;0,076732;0,062809;0,052758;0,032177;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,11382
22;22011;5;1;4;1;3;1;7;7;2;2;6;138546;140241;135161;136195;137225;138248;138782;139257;139668;140028;141953;0,0361;0,0071;0,029594;0,007342;0,021862;0,007233;0,050439;0,050267;0,01432;0,014283;0,042268;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,3689
31;31048;5;5;2;6;10;9;5;9;11;9;5;262976;263736;265905;266741;267667;276748;277879;278961;279991;280970;277977;0,0190;0,0190;0,007521;0,022494;0,03736;0,032521;0,017993;0,032263;0,039287;0,032032;0,017987;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,1913
25;25021;27;25;23;51;40;27;52;43;31;41;30;130912;131550;132743;133187;133864;137078;137929;138743;139528;140281;139456;0,2062;0,1900;0,173267;0,38292;0,298811;0,196968;0,377006;0,309926;0,222178;0,292271;0,215122;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,26245
29;29023;9;12;9;9;14;7;12;13;32;27;33;261329;261980;254189;254300;254396;269630;270898;271254;271594;272069;260833;0,0344;0,0458;0,035407;0,035391;0,055032;0,025962;0,044297;0,047926;0,117823;0,09924;0,126518;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,34439
12;12003;0;2;3;4;10;13;9;5;9;15;3;47114;48029;50594;51693;52651;54071;55143;56200;57237;58255;60875;NA;0,0416;0,059296;0,07738;0,18993;0,240425;0,163212;0,088968;0,157241;0,257489;0,049281;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
29;29008;13;32;23;12;15;26;36;29;37;47;39;289579;291300;286837;288045;289262;307095;308568;309957;310949;312163;301001;0,0449;0,1099;0,080185;0,04166;0,051856;0,084664;0,116668;0,093561;0,118991;0,150562;0,129568;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,44893
28;28001;13;21;24;30;26;35;43;48;49;40;38;152143;153764;156232;157807;159376;165747;167528;169269;170971;172636;171878;0,0854;0,1366;0,153618;0,190106;0,163136;0,211165;0,256674;0,283572;0,286598;0,231701;0,221087;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,85446
24;24011;7;6;5;14;6;15;34;32;34;36;20;97959;98734;97692;98308;98910;102989;103723;104439;105140;105820;104736;0,0715;0,0608;0,051181;0,14241;0,060661;0,145647;0,327796;0,306399;0,323378;0,3402;0,190956;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,71458
25;25008;0;3;1;1;3;1;3;3;4;9;6;39442;39682;39142;39316;39491;40395;40618;40830;41036;41232;41017;NA;0,0756;0,025548;0,025435;0,075967;0,024756;0,073859;0,073475;0,097475;0,218277;0,146281;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
24;24012;0;0;3;9;14;9;24;33;19;27;11;120584;121097;118840;119162;119481;123824;124256;124676;125086;125489;123872;NA;NA;0,025244;0,075527;0,117173;0,072684;0,19315;0,264686;0,151895;0,215158;0,088801;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
25;25009;3;3;1;10;5;9;5;12;12;12;14;73031;73585;73911;74429;74939;76955;77582;78186;78765;79321;78700;0,0411;0,0408;0,01353;0,134356;0,066721;0,116951;0,064448;0,15348;0,152352;0,151284;0,177891;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,4178
24;24010;1;4;1;1;1;2;2;6;10;7;15;61898;61968;61524;61594;61658;63750;63859;63966;64070;64173;63260;0,0162;0,0645;0,016254;0,016235;0,016218;0,031373;0,031319;0,0938;0,156079;0,10908;0,237117;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,16156
24;24005;1;5;2;6;3;2;7;5;13;13;3;64765;65343;62766;63082;63390;65893;66280;66658;67026;67383;66628;0,0154;0,0765;0,031864;0,095114;0,047326;0,030352;0,105613;0,07501;0,193955;0,192927;0,045026;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,1544
23;23025;3;6;2;2;4;5;5;6;1;2;2;44761;45165;42471;42600;42749;43393;43503;43608;43708;43807;44119;0,0670;0,1328;0,047091;0,046948;0,093569;0,115226;0,114935;0,137589;0,022879;0,045655;0,045332;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,6723
25;25007;7;15;10;13;3;13;11;4;16;12;17;117242;118032;115888;116459;117002;119736;120427;121088;121726;122338;121668;0,0597;0,1271;0,08629;0,111627;0,025641;0,108572;0,091342;0,033034;0,131443;0,098089;0,139724;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,5976
33;33015;38;34;32;15;28;10;23;18;24;31;41;493146;497768;480101;482679;485354;488441;490311;492118;493762;495409;508243;0,0771;0,0683;0,066653;0,031077;0,05769;0,020473;0,046909;0,036577;0,048606;0,062575;0,08067;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,7756
27;27001;8;22;15;19;28;13;21;17;23;21;18;92148;92400;89474;89532;89571;92964;93456;93222;93302;93375;92019;0,0868;0,2381;0,167646;0,212215;0,312601;0,139839;0,224705;0,18236;0,246511;0,2249;0,195612;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,86817
27;27008;49;50;53;60;70;70;78;68;77;59;30;150303;150890;146640;146833;147188;152901;153191;153466;153723;153965;151680;0,3260;0,3314;0,361429;0,408627;0,475582;0,457813;0,509168;0,443095;0,500901;0,383204;0,197785;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,3268
43;43032;7;14;9;8;14;7;4;10;18;8;19;119079;119253;116448;116433;116439;120488;120644;120790;120930;121060;119098;0,0588;0,1174;0,077288;0,068709;0,120235;0,058097;0,033155;0,082788;0,148846;0,066083;0,159532;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,58785
29;29016;31;36;39;31;33;46;35;44;47;115;131;420734;422235;414844;417109;419176;445298;447707;449981;451299;453286;437541;0,0737;0,0853;0,094011;0,074321;0,078726;0,103302;0,078176;0,097782;0,104144;0,253703;0,299401;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,73681
23;23018;11;17;15;20;15;16;17;42;30;54;52;248956;250504;240791;241281;241824;245203;245555;245891;246215;246526;248355;0,0442;0,0679;0,062295;0,082891;0,062029;0,065252;0,069231;0,170807;0,121845;0,219044;0,209378;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,44185
23;23020;13;12;23;18;16;11;25;33;39;38;45;146535;147640;145438;145954;146511;148769;149190;149594;149983;150356;151424;0,0887;0,0813;0,158143;0,123327;0,109207;0,07394;0,167572;0,220597;0,260029;0,252734;0,297179;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,88716
23;23019;23;46;51;38;68;92;87;82;80;83;128;270488;273006;266224;268586;270921;276305;278280;280176;281994;283741;285487;0,0850;0,1685;0,191568;0,141482;0,250996;0,332965;0,312635;0,292673;0,283694;0,29252;0,448357;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,8531
23;23021;21;48;54;33;54;67;53;85;59;81;62;221452;223066;217644;218255;218958;222214;222725;223216;223688;224141;225759;0,0948;0,2152;0,248112;0,151199;0,246623;0,301511;0,237962;0,380797;0,26376;0,36138;0,274629;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,94829
26;26004;66;52;46;38;54;33;30;33;52;59;47;209345;211643;213417;214662;216693;224139;226038;227553;229591;231560;232097;0,3153;0,2457;0,21554;0,177022;0,2492;0,14723;0,132721;0,145021;0,22649;0,254794;0,202502;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,315269
31;31027;40;48;50;84;75;96;94;118;117;77;65;406025;411723;392820;397523;401042;417019;420806;424435;427894;431177;431956;0,0985;0,1166;0,127285;0,211309;0,187013;0,230205;0,223381;0,278017;0,273432;0,178581;0,150478;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,98516
51;51007;29;28;25;33;45;60;68;43;40;54;37;173010;177068;173103;176354;179412;184603;187978;191263;194473;197588;203408;0,1676;0,1581;0,144423;0,187124;0,250819;0,325022;0,361744;0,224821;0,205684;0,273296;0,1819;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,16762
23;23005;21;26;29;26;62;63;107;112;93;172;167;373857;378365;380950;385002;389017;397363;400799;404105;407279;410321;412710;0,0562;0,0687;0,076125;0,067532;0,159376;0,158545;0,266967;0,277156;0,228345;0,419184;0,404642;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,56171
43;43013;8;9;7;10;9;5;4;5;3;2;6;74860;75072;71504;71492;71443;73898;73954;74005;74056;74102;72638;0,1069;0,1199;0,097897;0,139876;0,125975;0,067661;0,054088;0,067563;0,04051;0,02699;0,082601;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,16866
35;35046;143;112;116;128;150;120;149;91;101;68;72;1292076;1308111;1323862;1339127;1353899;1417110;1434155;1450720;1466918;1482747;1506577;0,1107;0,0856;0,087622;0,095585;0,110791;0,084679;0,103894;0,062727;0,068852;0,045861;0,04779;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,11675
25;25003;17;17;16;27;14;23;19;34;29;33;46;183248;184072;181850;182462;183044;186870;187634;188370;189080;189761;189040;0,0928;0,0924;0,087985;0,147976;0,076484;0,12308;0,101261;0,180496;0,153374;0,173903;0,243335;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,9277
26;26018;160;136;137;144;172;155;130;171;188;282;246;244045;247095;265665;269436;273084;284078;288043;291887;295601;299186;299821;0,6556;0,5504;0,515687;0,53445;0,629843;0,545625;0,451322;0,585843;0,635992;0,942557;0,82049;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,655617
14;14004;1;3;3;3;2;2;2;6;5;10;26;44981;46122;47229;46867;47790;49646;50518;51376;52219;53045;55395;0,0222;0,0650;0,06352;0,064011;0,04185;0,040285;0,03959;0,116786;0,095751;0,188519;0,469356;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,22232
52;52013;49;85;107;101;144;156;126;105;106;134;69;417536;424683;446583;454273;461853;485670;494619;503397;511944;520263;538611;0,1174;0,2001;0,239597;0,222333;0,311788;0,321206;0,254742;0,208583;0,207054;0,257562;0,128107;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,117355
42;42017;3;2;0;0;2;0;0;0;0;0;0;24078;24211;23926;24033;24132;24738;24874;25009;25144;25276;25328;0,1246;0,0826;NA;NA;0,082878;NA;NA;NA;NA;NA;NA;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,124595
51;51013;18;21;24;17;21;22;13;22;9;15;29;148825;152422;144796;147397;149801;153881;156519;159087;161588;164025;168844;0,1209;0,1378;0,16575;0,115335;0,140186;0,142968;0,083057;0,138289;0,055697;0,091449;0,171756;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,12947
12;12002;0;2;1;7;5;2;3;7;4;15;14;71911;72664;74368;75413;76221;77129;77929;78713;79484;80242;84810;NA;0,0275;0,013447;0,092822;0,065599;0,025931;0,038497;0,088931;0,050325;0,186935;0,165075;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;
35;35043;12;16;15;8;9;4;11;11;3;9;9;252240;256357;258034;260953;264467;277658;281671;285570;289383;293109;299048;0,0476;0,0624;0,058132;0,030657;0,034031;0,014406;0,039053;0,038519;0,010367;0,030705;0,030096;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,47574
31;31015;51;75;39;29;29;38;41;60;44;43;33;265766;266029;266661;267100;267523;276042;276681;277293;277875;278427;274200;0,1919;0,2819;0,146253;0,108574;0,108402;0,13766;0,148185;0,216378;0,158345;0,154439;0,12035;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,191898
22;22003;106;132;150;191;238;298;355;305;326;252;269;979529;988834;999449;1008538;1017512;1025138;1029832;1033979;1037603;1040753;1054967;0,1082;0,1335;0,150083;0,189383;0,233904;0,290693;0,344716;0,294977;0,314186;0,242132;0,254984;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,18215
51;51020;2;3;3;5;7;5;6;9;3;10;8;55021;55062;54464;54540;54567;54596;54544;54493;54436;54389;55925;0,0364;0,0545;0,055082;0,091676;0,128283;0,091582;0,110003;0,165159;0,055111;0,183861;0,143049;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;0,3635
