1	-47.487	-18.374	32081	6
2	-45.370	-19.100	112932	5
3	-42.436	-20.281	65038	3
4	-43.096	-20.398	19541	1
5	-42.435	-19.073	56556	5
6	-42.267	-18.013	87551	8
7	-48.092	-19.994	10968	0
8	-45.440	-20.982	17369	0
9	-40.983	-17.037	88763	8
10	-41.545	-15.725	58521	0
11	-41.188	-19.659	122934	9
12	-44.647	-21.952	32168	4
13	-44.667	-22.183	14008	2
14	-46.607	-22.199	14360	2
15	-42.763	-21.827	167522	10
16	-46.006	-21.364	330815	38
17	-43.716	-21.142	25489	1
18	-40.709	-16.121	169977	2
19	-42.009	-18.998	34756	4
20	-46.385	-20.827	84222	2
21	-46.181	-21.233	64480	5
22	-41.960	-20.532	22308	2
23	-43.406	-21.048	66600	6
24	-41.697	-19.382	25598	3
25	-43.144	-20.110	76653	7
26	-43.384	-18.777	17375	0
27	-42.798	-20.529	26509	0
28	-46.574	-22.059	160888	11
29	-41.498	-15.974	44327	2
30	-44.285	-21.734	62132	4
31	-42.134	-17.609	34555	1
32	-43.761	-21.428	54120	6
33	-42.865	-19.578	49272	10
34	-42.153	-21.024	8702	1
35	-44.219	-19.250	10997	0
36	-43.412	-21.349	11052	0
37	-41.941	-16.895	178597	3
38	-48.269	-18.605	505289	46
39	-44.226	-21.901	14538	1
40	-42.514	-20.667	38272	0
41	-49.126	-18.476	26652	2
42	-46.127	-19.026	13452	0
43	-45.183	-19.886	31535	0
44	-46.987	-19.634	392191	27
45	-46.945	-21.352	40197	3
46	-45.526	-20.236	162764	8
47	-46.128	-21.352	60411	6
48	-42.833	-21.627	15773	1
49	-42.592	-17.858	20547	0
50	-46.006	-15.803	87858	5
51	-42.885	-21.322	58057	2
52	-41.105	-18.215	79702	9
53	-44.224	-18.102	24397	0
54	-44.835	-22.016	86649	7
55	-43.878	-19.246	39430	2
56	-45.994	-20.124	108944	7
57	-40.576	-15.864	25609	0
58	-46.383	-21.727	24939	0
59	-43.511	-19.896	119137	3
60	-42.276	-21.267	31428	1
61	-43.791	-21.247	571592	50
62	-43.066	-20.290	37766	3
63	-43.955	-21.176	95124	1
64	-43.103	-19.807	50363	7
65	-43.482	-21.972	16713	1
66	-43.959	-19.918	11045152	3776
67	-42.436	-19.257	97854	7
68	-44.045	-20.405	36223	3
69	-42.505	-16.859	64851	1
70	-40.550	-16.987	21144	1
71	-41.760	-15.699	18464	0
72	-44.192	-19.941	1552727	519
73	-43.769	-21.620	21875	5
74	-43.104	-21.732	63133	1
75	-45.528	-18.766	13753	1
76	-45.661	-21.057	182723	10
77	-44.493	-22.241	25402	1
78	-43.237	-17.389	212281	16
79	-45.306	-19.708	198741	7
80	-44.117	-21.936	34285	4
81	-46.528	-21.011	17722	0
82	-43.468	-19.707	24121	3
83	-42.303	-19.727	78759	8
84	-46.184	-22.440	54508	0
85	-44.800	-21.015	86069	3
86	-44.223	-20.316	34978	4
87	-46.205	-16.522	31624	1
88	-44.966	-14.974	38297	0
89	-46.169	-22.255	69553	2
90	-46.416	-21.650	75783	4
