1	-51.04744705	-21.6513163	161627	8
2	-41.03268221	-20.20345197	130745	31
3	-44.22127445	-2.59728969	1249141	432
4	-37.44020767	-10.71021052	159141	64
5	-37.71261251	-10.94932082	111263	20
6	-35.58479054	-6.08739126	229045	23
7	-41.38442249	-19.49237373	150741	38
8	-37.89545024	-9.44502411	81030	34
9	-38.31368405	-11.77089082	305578	115
10	-41.59322909	-20.53306857	154221	33
11	-46.02775144	-21.37342297	226963	14
12	-53.63402502	-0.19171064	59164	6
13	-40.69817463	-16.33227118	181954	22
14	-57.35951894	-9.43629462	105214	28
15	-53.35841036	-5.66800168	259288	102
16	-53.48607156	-17.29679932	30090	8
17	-36.01451908	-7.87494181	256897	102
18	-59.69207367	-15.08543009	64758	14
19	-45.66071647	-5.78573858	296376	76
20	-41.58105144	-7.95769222	265032	21
21	-44.71799415	-9.24725054	85997	8
22	-57.16920216	-16.6699435	131700	44
23	-56.97756692	-14.47173472	30107	19
24	-45.10157084	-8.28818486	43035	5
25	-54.36267332	-18.57985219	116039	32
26	-55.7005517	-13.09464748	162055	42
27	-50.87921958	1.58195145	24438	6
28	-46.63282322	-22.66271962	173697	13
29	-49.45392634	-16.04759892	530458	118
30	-51.25936834	-20.81325876	180507	25
31	-44.44501969	-21.8925993	74714	3
32	-36.33100721	-5.59609578	51977	3
33	-50.19134415	-16.43686114	103763	8
34	-55.95528915	-20.00236234	103587	23
35	-37.1547951	-10.9399704	784036	249
36	-50.71842021	-21.12692558	254812	35
37	-41.87117747	-16.92731764	160101	33
38	-51.87150227	-16.18794307	55201	13
39	-48.44651532	-7.34318106	244103	73
40	-36.66925756	-9.78545305	405859	197
41	-49.73248682	-28.98360575	174574	10
42	-48.52403013	-21.70410984	492583	46
43	-49.36445353	-0.52298796	142376	11
44	-40.15803039	-7.81059055	310427	96
45	-47.02908998	-19.61226159	199946	15
46	-57.18083586	-11.72919459	77972	23
47	-59.56177087	-10.56799424	138842	54
48	-50.54586136	-22.59533929	271811	22
49	-50.39891113	-20.65777766	46880	1
50	-48.93177127	-23.19494536	178242	25
51	-42.27150877	-22.52754851	143054	41
52	-44.53980655	-23.07228852	199373	107
53	-35.91106874	-5.46827045	60696	5
54	-45.09732057	-3.03733581	537808	69
55	-37.07463417	-10.7487889	85569	23
56	-39.07992694	-3.53981853	103930	13
57	-38.18229595	-5.08392875	316500	46
58	-56.86681318	-19.27481451	133023	32
59	-42.40255163	-3.17445437	132044	5
60	-42.24228943	-4.0364606	331472	20
61	-44.56994429	-22.7245607	27262	1
62	-43.76398366	-21.19680622	224882	14
63	-43.14339964	-11.17616173	175030	17
64	-40.85671488	-18.43798199	89075	59
65	-43.80712162	-22.26659616	186166	27
66	-45.50653739	-11.95540357	274496	8
67	-48.66081918	-20.48405954	136777	14
68	-38.82085785	-7.18819798	90442	3
69	-37.13213308	-9.63391535	94144	27
70	-47.39016049	-21.06700038	106374	3
71	-38.84547382	-4.41626028	186158	46
72	-49.2107968	-22.26409375	578243	53
73	-48.49398402	-1.36139241	2168314	1139
74	-44.04328525	-19.90163666	4932777	1924
75	-43.97276813	-7.65323796	41722	4
76	-47.89954	-6.03200887	185783	33
77	-50.24710901	-21.38011033	259566	30
78	-49.21945639	-26.89913824	645017	47
79	-62.2234463	3.48606161	292491	69
80	-43.801086	-17.36471279	68502	12
81	-56.45233936	-21.38188386	105179	25
82	-45.46866103	-19.6285711	164290	14
83	-43.50902931	-13.35761628	176339	22
84	-37.6992311	-11.27168148	154285	29
85	-42.53991634	-12.62192806	192202	4
86	-35.99330095	-6.17994246	134255	9
87	-48.36336572	-22.88617654	208681	22
88	-46.5126206	-23.02446527	482164	81
89	-47.0718567	-1.14843012	368508	58
90	-69.15972087	-10.71407913	54196	6
91	-47.79736071	-15.78069237	2557158	812
92	-35.65009738	-6.92898282	119323	9
93	-35.91741301	-8.51949845	223634	75
94	-38.95972749	-7.49337475	95304	18
95	-41.62340105	-14.52056835	240771	15
96	-52.75005198	-30.10085811	157985	6
97	-41.29143483	-20.85059719	340923	79
98	-38.50614803	-6.85752133	168609	5
99	-51.76236535	-30.70894881	130912	21
100	-49.53206986	-2.36571392	412971	64
101	-55.01954416	-30.48867793	188179	28
102	-54.28335748	-31.14883767	173749	23
103	-56.03588266	-29.54947049	368556	61
104	-35.96380347	-7.28423425	498947	147
105	-47.16685244	-22.8774145	2573019	331
106	-45.31433057	-20.87659479	115461	17
107	-54.61739483	-20.45896321	827433	206
108	-41.59514133	-5.19596697	227193	17
109	-50.21558929	-27.93869193	298246	32
110	-45.68283483	-22.79132918	68334	8
111	-41.40355982	-21.66920166	560993	229
112	-52.69818013	-13.57970308	95478	20
113	-39.3915587	-4.37498071	126395	19
114	-50.30541914	-26.41103503	246293	28
115	-42.39143741	-21.90403101	63633	8
116	-48.64738735	-24.32498926	139676	9
117	-42.6769378	-17.44870456	204361	21
118	-61.74948813	1.47921406	37924	17
119	-45.31153028	-23.60490224	272218	84
120	-42.11683447	-19.57654336	254474	36
121	-53.10838275	-28.00601816	163750	25
122	-37.61130045	-10.44409114	66038	15
123	-39.42555785	-7.31133564	523136	167
124	-36.8747821	-7.71142939	123334	16
125	-36.31229445	-7.54230418	63789	9
126	-39.40058499	-6.96914499	58700	12
127	-38.18126974	-4.33679948	133225	18
128	-52.84635685	-18.96743184	57211	13
129	-48.0311731	-1.38433556	273359	122
130	-42.60960252	-21.5556301	218104	11
131	-47.95250292	-17.8252982	139493	18
132	-48.90356566	-21.07164682	223788	26
133	-37.5939511	-6.35058571	115164	18
